"serial","year_serial","time_serial","incident_id","school","school_level","date","year","first_shot_time","time_slot","decimal_time","city","state","lat","long","location","location_type","shoot_category","time_slot_group","random","random_x","random_y","random_x1","random_y1","random_x2","random_y2","males","na","females","killed","injured","total","long2","lat2","frequency","school_number","random_x10","random_y10","internal_serial"
60,1,38,"19730105NCSOS","South Iredell High School","High","1973-01-05",1973,"NA:NA:NA",NA,NA,"Statesville","NC",35.717366,-80.909963,"Basketball Court","Outside on School Property","0-5",-1,0.1329476044047624,0.17399160866625607,0.8029061346314847,0.8374471315182745,0.984792836708948,0.3085311660543084,0.34690812649205327,2,0,2,0,4,4,1714585.4525648495,-834864.6110323882,1,1600,0.7001786110922694,0.6007901367265731,1
61,2,39,"19730118CAJOL","John Marshall High School","High","1973-01-18",1973,"NA:NA:NA",NA,NA,"Los Angeles","CA",34.108577,-118.278786,"Parking Lot","Outside on School Property","5-10",-1,0.9914212787989527,0.8871724146883935,0.044615882681682706,0.8399371108971536,0.4960470045916736,0.5012086168862879,0.5026356589514762,2,0,0,0,2,2,-1677777.3615070684,-1026458.675061925,3,12,0.6830102824606001,0.9080350862350315,1
62,3,6,"19730131NCCUB","Cumming High School","High","1973-01-31",1973,"12:00:00",12,12,"Burlington","NC",36.08847,-79.39669,"Inside School Building","Inside School Building","0-5",12,0.1234610031824559,0.6735787431243807,0.7767228460870683,0.6744260361883789,0.9365555890835822,0.12036651582457125,0.576111420057714,1,0,0,0,1,1,1838107.740152776,-762483.822472361,1,473,0.11940477997995913,0.7114859451539814,1
63,4,1,"19730212ALBOM","Booker T. Washington High School","High","1973-02-12",1973,"17:15:00",17,17.25,"Montgomery","AL",32.36903,-86.29969,"Gym","Inside School Building","0-5",17,0.11455885088071227,0.6715643496718258,0.9869236280210316,0.8636915318202227,0.37440479965880513,0.6535772406496108,0.8128185961395502,1,0,0,0,1,1,1290202.0664887943,-1296355.6725641673,1,280,0.2168927628081292,0.047348293941468,1
64,5,3,"19730226VAARR","Armstrong High School","High","1973-02-26",1973,"08:00:00",8,8,"Richmond","VA",37.552407,-77.403124,"Inside School Building","Inside School Building","0-5",8,0.589605571469292,0.9393345278222114,0.7112829696852714,0.8324750873725861,0.2527533897664398,3.440778236836195e-4,0.05162433232180774,1,0,1,1,1,2,1970725.0519423313,-558250.4269678273,2,30,0.09484066092409194,0.9444613878149539,1
65,6,40,"19730405CALOL","Locke High School","High","1973-04-05",1973,"NA:NA:NA",NA,NA,"Los Angeles","CA",33.93474,-118.2698,"ND","ND","0-5",-1,0.5968694845214486,0.6004924424923956,0.6063117105513811,0.598112728446722,0.28174655977636576,0.14497647969983518,0.1359235926065594,2,0,0,0,2,2,-1680659.410828869,-1045583.3232590227,5,2,0.5835628632921726,0.41348323598504066,1
66,7,41,"19730501OHRAY","Rayen High School","High","1973-05-01",1973,"NA:NA:NA",NA,NA,"Youngtown","OH",41.1026544,-80.6480626,"Parking Lot","Outside on School Property","0-5",-1,0.7587245439644903,0.7413625128101557,0.9972194379661232,0.6955113261938095,0.7349250374827534,0.9310405445285141,0.8263895665295422,2,0,1,0,3,3,1607956.4272205061,-243014.86317169477,1,1429,0.37049421505071223,0.8046987229026854,1
67,8,4,"19730928CAWIL","Wilson High School","High","1973-09-28",1973,"10:30:00",10,10.5,"Los Angeles","CA",33.9972131,-117.9378304,"Beside Building","Outside on School Property","0-5",10,0.9178293240256608,0.5247014663182199,0.5802394810598344,0.9106596971396357,0.7230128168594092,0.8215436565224081,0.9614959561731666,2,0,1,0,3,3,-1649384.9869984258,-1045287.4884459778,1,1863,0.9521423850674182,0.13881417782977223,1
68,9,42,"19731002ILELA","Elmhurst Wood Park Community High School","High","1973-10-02",1973,"NA:NA:NA",NA,NA,"Almwood Park","IL",41.9216975,-87.8303524,"Hallway; Beside Building","Both Inside/Outside","0-5",-1,0.663756713271141,0.4400985976681113,0.18651923560537398,0.8853914691135287,0.6013596835546196,0.6451891690958291,0.7846597107127309,0,0,1,1,0,1,1005247.4484043559,-267475.45669352915,1,598,0.2707780194468796,0.07538123754784465,1
69,10,43,"19731019MOBES","Beaumont High School","High","1973-10-19",1973,"NA:NA:NA",NA,NA,"St. Louis","MO",38.66255,-90.22206,"Inside School Building","Inside School Building",NA,-1,0.4280186649411917,0.58288738084957,0.5512012394610792,0.7179080969654024,0.6995788293424994,0.8659830747637898,0.9681550816167146,1,0,0,1,0,1,849850.2911822934,-653778.4285799742,2,35,0.8903502221219242,0.35943287098780274,1
70,11,7,"19731023OHBAB","Barberton High School","High","1973-10-23",1973,"12:00:00",12,12,"Barberton","OH",41.02614,-81.60752,"Office","Inside School Building","0-5",12,0.5630055472720414,0.8131615496240556,0.5962108545936644,0.5505426484160125,0.40639704442583025,0.08246623678132892,0.9479324102867395,1,0,0,0,1,1,1531763.0348349113,-269691.6046505355,1,216,0.17505265027284622,0.4124192416202277,1
71,12,3,"19731023MOSUS","Sumner High School","High","1973-10-23",1973,"13:00:00",13,13,"St. Louis","MO",38.6596394,-90.2390726,"Parking Lot","Outside on School Property","0-5",13,0.37909777695313096,0.10374169237911701,0.8647474842146039,0.7353811415378004,0.4777529763523489,0.5956015915144235,0.673077929764986,1,0,0,0,1,1,848415.6363999085,-654272.7169215396,4,9,0.052855678368359804,0.20965960738249123,1
72,13,44,"19731024MNCEM","Central High School","High","1973-10-24",1973,"NA:NA:NA",NA,NA,"Minneapolis","MN",44.94052,-93.27106,"Outside on School Property","Outside on School Property","0-5",-1,0.5787967201322317,0.007617354858666658,0.34049397497437894,0.8020745010580868,0.9361642943695188,0.08475712779909372,0.4271341199055314,1,0,0,0,1,1,530375.4931238118,15359.909103149876,2,48,0.3118697467725724,0.43805950437672436,2
73,14,45,"19731031MONOS","Northwestern High School","High","1973-10-31",1973,"NA:NA:NA",NA,NA,"St. Louis","MO",39.5868353,-93.1294993,"Beside Building","Outside on School Property","0-5",-1,0.3027739906683564,0.3234686809591949,0.7345598805695772,0.8038755224552006,0.5916838410776109,0.6190225973259658,0.5488381229806691,1,0,0,0,1,1,590013.4515172913,-576725.2015057715,1,1278,0.0726319255772978,0.7030920006800443,1
74,15,5,"19731108ILWOC","Woodell Phillips High School","High","1973-11-08",1973,"10:00:00",10,10,"Chicago","IL",41.82448,-87.61977,"Entryway","Inside School Building","0-5",10,0.706468376563862,0.3095759463030845,0.8591525589581579,0.8782560934778303,0.33610916417092085,0.19326816266402602,0.11546548665501177,1,0,0,1,0,1,1024055.7805139362,-275586.36690198706,1,1876,0.7874488632660359,0.8404083587229252,1
75,16,46,"19731109CALOL","Long Beach Polytechnic High School","High","1973-11-09",1973,"NA:NA:NA",NA,NA,"Los Angeles","CA",33.786947,-118.182818,"Front of School","Outside on School Property","0-5",-1,0.20430376543663442,0.14463739027269185,0.5970761086791754,0.8926173569634557,0.35167703474871814,0.6045124751981348,0.11462464625947177,0,0,2,1,1,2,-1675923.980238541,-1063411.3611091825,1,1044,0.8204745121765882,0.7293099495582283,1
76,17,47,"19731206CAFRL","Fremont High School","High","1973-12-06",1973,"NA:NA:NA",NA,NA,"Los Angeles","CA",33.96939,-118.266923,"Hallway","Inside School Building","0-5",-1,0.3525890938472003,0.36018989118747413,0.3307114306371659,0.35783540667034686,0.6422284464351833,0.7836540620774031,0.5684813540428877,1,0,0,0,1,1,-1679665.0041721256,-1041863.8331653943,1,676,0.7531100995838642,0.5282881478779018,1
77,18,4,"19731213OHHUC","Hughes High School","High","1973-12-13",1973,"13:10:00",13,13.17,"Cincinnati","OH",39.12867,-84.52189,"Hallway","Inside School Building","0-5",13,0.6444933332968503,0.6937892239075154,0.4639556573238224,0.9989995032083243,0.3563603153452277,0.09861621051095426,0.04293187917210162,1,0,0,0,1,1,1330451.0069362582,-527777.6414560088,1,841,0.18587301508523524,0.1483534974977374,1
78,1,48,"19740117ILBAC","Barton Elementary School","Elementary","1974-01-17",1974,"NA:NA:NA",NA,NA,"Chicago","IL",41.7548208,-87.6707247,"Office","Inside School Building","5-10",-1,0.07547631813213229,0.07460609101690352,0.8733800295740366,0.7567476513795555,0.8787956763990223,0.986720128916204,0.8536286076996475,4,0,0,1,3,4,1021004.7986187502,-283893.6318296751,1,220,0.3203732424881309,0.8170583029277623,1
79,2,49,"19740122CALOL","Locke High School","High","1974-01-22",1974,"NA:NA:NA",NA,NA,"Los Angeles","CA",33.93474,-118.2698,"Football Field/Track","Outside on School Property","0-5",-1,0.40050132293254137,0.19821023847907782,0.0958444878924638,0.8599487137980759,0.4568831331562251,0.7818771391175687,0.27034383034333587,1,0,0,1,0,1,-1680659.410828869,-1045583.3232590227,5,2,0.5835628632921726,0.41348323598504066,2
80,3,50,"19740207CAJAO","James Madison Junior High School","JuniorHigh","1974-02-07",1974,"NA:NA:NA",NA,NA,"Oakland","CA",37.72722,-122.17909,"Hallway","Inside School Building",NA,-1,0.08890683925710618,0.5783271719701588,0.8438043741043657,0.04836874990724027,0.462407213402912,0.2764215578790754,0.1950012135785073,2,0,0,2,0,2,-1930538.9420946345,-549125.3261495588,1,877,0.3213284434750676,0.6349891687277704,1
81,4,4,"19740322INBRB","Brownstown Central High School","High","1974-03-22",1974,"08:00:00",8,8,"Brownstown","IN",38.8808338,-86.0484114,"Parking Lot","Outside on School Property","0-5",8,0.4525173765141517,0.24084571818821132,0.7037914451211691,0.4737821579910815,0.7582035094965249,0.3875478357076645,0.646979263285175,1,0,0,1,0,1,1205203.3407408837,-578259.7116733603,1,302,0.5298356858547777,0.5318311946466565,1
82,5,5,"19740402CTSTB","St. Stephen's Parochial School","Other","1974-04-02",1974,"13:15:00",13,13.25,"Bridgeport","CT",41.16343,-73.21511,"Classroom","Inside School Building",NA,13,0.10401724907569587,0.0871863339561969,0.9245781106874347,0.5226565329357982,0.4124648654833436,0.09277330036275089,0.5884911138564348,1,0,1,0,2,2,2199870.782997875,-63303.26020379192,1,1651,0.7053292817436159,0.01531426003202796,1
83,6,51,"19740510TNCHR","Church Hill High School","High","1974-05-10",1974,"NA:NA:NA",NA,NA,"Rogersville","TN",36.01202,-84.27465,"Parking Lot","Outside on School Property","0-5",-1,0.30151879973709583,0.5433871790301055,0.15112278191372752,0.5463914938736707,0.4217370643746108,0.6388764139264822,0.8696061547379941,1,0,0,1,0,1,1411654.3845073516,-865183.2998530186,1,411,0.7585931695066392,0.7840419274289161,1
84,7,52,"19740519FLHIO","Highlands Elementary School","Elementary","1974-05-19",1974,"NA:NA:NA",NA,NA,"Orlando","FL",26.431525,-81.428839,"Outside on School Property","Outside on School Property","5-10",-1,0.43816548539325595,0.8478754262905568,0.11598754790611565,0.42472030757926404,0.4062373780179769,0.12734210630878806,0.7426665157545358,0,0,0,0,0,0,1859531.265336562,-1855063.1389833284,1,807,0.28300234605558217,0.8042182757053524,1
85,8,53,"19740923CAJED","Jefferson High School","High","1974-09-23",1974,"NA:NA:NA",NA,NA,"Daly City","CA",37.695995,-122.467233,"Bathroom","Inside School Building","0-5",-1,0.424877759302035,0.9494926983024925,0.4618769099470228,0.18099125637672842,0.3863968378864229,0.8981488996651024,0.11005343170836568,1,0,0,0,1,1,-1955730.8503860016,-545770.4595684188,1,887,0.15943548013456166,0.9497239936608821,1
86,9,54,"19740925CASAL","San Fernando High School","High","1974-09-25",1974,"NA:NA:NA",NA,NA,"Los Angeles","CA",34.271537,-118.443343,"ND","ND","5-10",-1,0.7542392734903842,0.470481833210215,0.7362688113935292,0.4986142336856574,0.3291057178284973,0.6890861503779888,0.5682016725186259,1,0,0,0,1,1,-1689087.1258144893,-1005429.3522835155,2,111,0.2348996007349342,0.670139696681872,1
87,10,55,"19741007LADEH","Destrehan High School","High","1974-10-07",1974,"NA:NA:NA",NA,NA,"Hahnville","LA",29.9651679,-90.3843196,"Parking Lot (Bus)","Outside on School Property",NA,-1,0.009180741850286722,0.7956103894393891,0.7376461224630475,0.2946486840955913,0.07412873348221183,0.053183770505711436,0.76780632766895,2,0,0,1,1,2,933563.413694741,-1612480.8379231025,1,505,0.9638433319050819,0.6964544474612921,1
88,11,56,"19741021MDDOB","Douglass High School","High","1974-10-21",1974,"NA:NA:NA",NA,NA,"Baltimore","MD",39.31483,-76.65497,"Inside School Building","Inside School Building","0-5",-1,0.8208061740733683,0.7371107751969248,0.8332638149149716,0.15172687568701804,0.8328240239061415,0.9288899486418813,0.24715451430529356,1,0,0,0,1,1,1982746.235058775,-349842.46429766197,1,520,0.2963021753821522,0.745306309312582,1
89,12,2,"19741118SCCAC","C A Brown High School","High","1974-11-18",1974,"15:00:00",15,15,"Charleston","SC",32.79795,-79.9362,"Outside on School Property","Outside on School Property","5-10",15,0.22863162658177316,0.6483851580414921,0.7662948407232761,0.0455022263340652,0.2513472142163664,0.9597521293908358,0.6675772040616721,1,0,0,0,1,1,1868356.4679512396,-1131839.3496018648,2,41,0.5645904347766191,0.38000424834899604,1
90,13,6,"19741121ARBOL","Booker Junior High School","JuniorHigh","1974-11-21",1974,"13:30:00",13,13.5,"Little Rock","AR",34.72898,-92.26182,"Cafeteria","Inside School Building",NA,13,0.19736874802038074,0.6602187501266599,0.10859036003239453,0.39886439871042967,0.10917408182285726,0.8947361446917057,0.48733478388749063,2,0,0,1,1,2,710258.3408842325,-1106675.553922794,1,277,0.3899944352451712,0.03226699656806886,1
91,14,3,"19741125SCCAC","C A Brown High School","High","1974-11-25",1974,"15:00:00",15,15,"Charleston","SC",32.79795,-79.9362,"Outside on School Property","Outside on School Property","5-10",15,0.8312994765583426,0.08222943008877337,0.5834512312430888,0.23684136010706425,0.21853302977979183,0.7924168461468071,0.4416677029803395,0,0,0,0,0,0,1868356.4679512396,-1131839.3496018648,2,41,0.5645904347766191,0.38000424834899604,2
92,15,8,"19741218CAMAL","Manual Arts High School","High","1974-12-18",1974,"12:00:00",12,12,"Los Angeles","CA",34.0087698,-118.2928484,"ND","ND",NA,12,0.3079519304446876,0.3260570322163403,0.7303180822636932,0.6661692417692393,0.5938908534590155,0.8334658236708492,0.36152853327803314,2,0,0,1,1,2,-1681166.6586738462,-1037058.2715936746,1,1075,0.975889693479985,0.2976638930849731,1
93,16,4,"19741230NYOLO","Olean High School","High","1974-12-30",1974,"15:00:00",15,15,"Olean","NY",42.0812931,-78.4328574,"Classroom","Inside School Building","30-50",15,0.1018170895986259,0.6822975133545697,0.9836200166027993,0.3158534208778292,0.1484387230593711,0.32326258439570665,0.6261142636649311,13,0,1,3,11,14,1759541.4218244746,-91121.45566280541,1,1299,0.11869032238610089,0.8622853592969477,1
94,1,57,"19750207NYBOM","Board of Cooperative Educational Services","Other","1975-02-07",1975,"NA:NA:NA",NA,NA,"Mineola","NY",41.0958862,-73.9230957,"Inside School Building","Inside School Building","0-5",-1,0.8376149965915829,0.9777673182543367,0.9840568958315998,0.012281670467928052,0.8969986252486706,0.3045383566059172,0.2570438948459923,0,0,0,0,0,0,2146504.379539749,-89399.29915807843,1,276,0.11109646130353212,0.4371594518888742,1
95,2,58,"19750224NJSTP","St. James School","K-8","1975-02-24",1975,"NA:NA:NA",NA,NA,"Penns Grove","NJ",39.72678,-75.47297,"Classroom","Inside School Building","0-5",-1,0.14278739620931447,0.9789677574299276,0.5926449187099934,0.2869492555037141,0.6684487564489245,0.3296726178377867,0.36583901615813375,1,0,1,1,1,2,2066789.5953160664,-276348.031020245,1,1644,0.22276860265992582,0.28403239930048585,1
96,3,59,"19750312TXJOH","Jones High School","High","1975-03-12",1975,"NA:NA:NA",NA,NA,"Houston","TX",29.67483,-95.34061,"Courtyard","Outside on School Property",NA,-1,0.07910148263908923,0.8880893129389733,0.5973691039253026,0.7308386983349919,0.8569111889228225,0.4261658366303891,0.6904310123063624,2,0,0,0,2,2,454716.33348208637,-1683902.5260862818,1,914,0.25077853398397565,0.5194960788358003,1
97,4,60,"19750318MOSUS","Sumner High School","High","1975-03-18",1975,"NA:NA:NA",NA,NA,"St. Louis","MO",38.6596394,-90.2390726,"Inside School Building","Inside School Building","5-10",-1,0.5257423464208841,0.7418979776557535,0.6096508360933512,0.2958451278973371,0.3146488615311682,0.7161736849229783,0.41553602716885507,1,0,0,1,0,1,848415.6363999085,-654272.7169215396,4,9,0.052855678368359804,0.20965960738249123,2
98,5,9,"19750321VAFAR","Fairmount Elementary School","Elementary","1975-03-21",1975,"12:00:00",12,12,"Richmond","VA",37.945515,-76.744318,"Playground","Outside on School Property","0-5",12,0.3343851054087281,0.7627011402510107,0.06882894574664533,0.859375876840204,0.7431659998837858,0.8331781954038888,0.5528056367766112,0,0,1,0,1,1,2015101.6545893673,-499931.7628125627,1,631,0.04953843564726412,0.9030366090591997,1
99,6,61,"19750321OHPAD","Patterson Cooperative High School","High","1975-03-21",1975,"NA:NA:NA",NA,NA,"Dayton","OH",39.76173,-84.18966,"Classroom","Inside School Building","0-5",-1,0.7791187604889274,0.11663012439385056,0.6374954434577376,0.1413761682342738,0.7380021689459682,0.07504416164010763,0.18284058361314237,1,0,0,0,1,1,1345926.9411916365,-453028.2453253258,1,1353,0.8021827079355717,0.8458410606253892,1
100,7,10,"19750515MOROS","Rock Junior High School","JuniorHigh","1975-05-15",1975,"12:30:00",12,12.5,"St. Louis","MO",38.620865101217,-90.353002892846,"Office","Inside School Building","0-5",12,0.2336144174914807,0.6717877986375242,0.42765766591764987,0.09071360854431987,0.556880640797317,0.34370928769931197,0.18367514363490045,1,0,0,0,1,1,839036.3616131942,-659703.6203901458,1,1477,0.29108295729383826,0.9215214662253857,1
101,8,62,"19750527MIPID","Pitcher School","Elementary","1975-05-27",1975,"NA:NA:NA",NA,NA,"Detroit","MI",42.43642,-83.22882,"Outside on School Property","Outside on School Property","0-5",-1,0.9771654796786606,0.9018370599951595,0.8348957900889218,0.914598943432793,0.7896193836349994,0.08394589158706367,0.6031996547244489,1,0,0,1,0,1,1368298.7543806788,-144275.3318158015,1,1391,0.865967083023861,0.39131609397009015,1
102,9,5,"19750709ILDEC","Dett Elementary School","Elementary","1975-07-09",1975,"08:15:00",8,8.25,"Chicago","IL",41.88392,-87.68478,"Beside Building","Outside on School Property","0-5",8,0.8150362675078213,0.6754019036889076,0.3310893909074366,0.8229244500398636,0.46392704313620925,0.31121856439858675,0.6658696671947837,0,0,1,0,1,1,1017769.8851095983,-269845.89528445306,1,507,0.20887634856626391,0.36906224163249135,1
103,10,1,"19750711MOCES","Central High School","High","1975-07-11",1975,"07:35:00",7,7.58,"St. Louis","MO",38.6595,-90.21456,"School Bus","School Bus",NA,7,0.8928418634459376,0.306839220225811,0.7706638476811349,0.08036330668255687,0.45497811562381685,0.7384359200950712,0.49879089859314263,0,0,2,0,2,2,850535.7710921897,-654038.633772057,1,372,0.3118697467725724,0.43805950437672436,1
104,11,63,"19750911OKGRO","Grant High School","High","1975-09-11",1975,"NA:NA:NA",NA,NA,"Oklahoma City","OK",35.41553,-97.54468,"Inside School Building","Inside School Building",NA,-1,0.23808075860142708,0.28994696540758014,0.8993876457680017,0.09015078376978636,0.2672453608829528,0.7449828365352005,0.5865081872325391,5,1,0,1,5,6,223738.0654722276,-1059865.12809267,1,722,0.9690388636663556,0.571435950929299,1
105,12,6,"19751001NMHEA","Hermosa Elementary School","Elementary","1975-10-01",1975,"08:00:00",8,8,"Artesia","NM",32.8264355,-104.4040881,"Classroom","Inside School Building","5-10",8,0.5197061232756823,0.7816959877964109,0.5317706800997257,0.7693546281661838,0.5768535125534981,0.6329828072339296,0.3591043069027364,1,0,0,1,0,1,-414355.61054130824,-1338429.4895956283,1,791,0.8064351638313383,0.05602006777189672,1
106,13,64,"19751024GAMUA","Murphy High School","High","1975-10-24",1975,"NA:NA:NA",NA,NA,"Atlanta","GA",33.74615,-84.33104,"Office","Inside School Building","0-5",-1,0.5314455979969352,0.6970503360498697,0.15054463222622871,0.020756434882059693,0.2399221456144005,0.08899070997722447,0.5308749137911946,1,0,0,0,1,1,1448522.1112480804,-1114074.0495255077,1,1214,0.2714090046938509,0.036687881918624043,1
107,14,11,"19751218CAORS","Orange High School","High","1975-12-18",1975,"12:00:00",12,12,"Santa Ana","CA",33.75361,-117.86806,"Beside Building","Outside on School Property","0-5",12,0.5944945465307683,0.6983821953181177,0.2816976741887629,0.7164902726653963,0.9139518889132887,0.25093216449022293,0.3876875468995422,1,0,0,0,1,1,-1648133.5257116184,-1073205.6502115896,1,1304,0.9724320091772825,0.4425089752767235,1
108,1,65,"19760101AZCAP","Camelback High School","High","1976-01-01",1976,"NA:NA:NA",NA,NA,"Phoenix","AZ",33.504151,-112.0238599,"Outside on School Property","Outside on School Property","5-10",-1,0.662098946981132,0.2517216713167727,0.09354790905490518,0.5466825719922781,0.7516546342521906,0.9755145001690835,0.955388464499265,1,0,0,0,1,1,-1118031.0023839267,-1195498.0197530454,1,321,0.6592303242068738,0.7843981739133596,1
